                2012                   1                   7                   0                   0                  -1                   3                   2                   2                   1                   0
                2012                   3                   1                   2                   2                  -1                   0                   1                   1                   2                   1
                2012                   3                   1                   2                   2                  -1                   0                   2                   1                   3                   1
                2012                   2                  10                   2                   2                  -1                   1                   0                   3                   4                   1
                2012                   2                   2                   2                   1                  -1                   3                   0                   1                   5                   1
                2012                   1                   2                   0                   0                  -1                   5                   4                   1                   6                   0
                2012                   2                   8                   0                   0                  -1                   1                   0                   2                   7                   0
                2012                   3                   8                   2                   8                  -1                   0                   3                   2                   8                   1
                2012                   1                   7                   0                   0                  -1                   1                   3                   3                   9                   0
                2012                   3                   2                   2                   1                  -1                   0                   2                   2                  10                   1
                2012                   1                  12                   0                   0                  -1                   5                   4                   8                  11                   0
                2012                   2                  10                   0                   0                  -1                   3                   0                   2                  12                   0
                2012                   3                  10                   2                   1                  -1                   0                   3                   3                  13                   1
                2012                   1                   9                   0                   0                  -1                   3                   2                   2                  14                   0
                2012                   2                   9                   1                   2                  -1                   1                   0                   1                  15                   1
                2012                   3                  12                   1                   2                  -1                   0                   2                   2                  16                   1
                2012                   2                   3                   8                   2                  -1                   2                   0                   8                  17                   1
                2012                   2                   3                   0                   0                  -1                   2                   0                   3                  18                   0
                2012                   3                   2                   1                   2                  -1                   0                   3                   1                  19                   8
                2012                   1                  12                   0                   0                  -1                   3                   1                   2                  20                   0
                2012                   3                   5                   2                   3                  -1                   0                   4                   1                  21                   8
                2012                   3                   2                   2                   3                  -1                   0                   1                   2                  22                   1
                2012                   2                   2                   2                   2                  -1                   1                   0                   2                  23                   1
                2012                   2                   7                   0                   0                  -1                   2                   0                   3                  24                   0
                2012                   2                  12                   2                   1                  -1                   2                   0                   2                  25                   1
                2012                   3                   8                   2                   2                  -1                   0                   2                   2                  26                   1
                2012                   1                   3                   0                   0                  -1                   1                   1                   1                  27                   0
                2012                   1                  12                   0                   0                  -1                   1                   1                   8                  28                   0
                2012                   2                   9                   0                   0                  -1                   3                   0                   1                  29                   0
                2012                   1                   8                   0                   0                  -1                   2                   2                   2                  30                   0
                2012                   3                   4                   2                   1                  -1                   0                   2                   2                  31                   1
                2012                   2                   6                   0                   0                  -1                   3                   0                   1                  32                   0
                2012                   2                   4                   2                   1                  -1                   1                   0                   1                  33                   1
                2012                   3                   8                   2                   1                  -1                   0                   3                   3                  34                   1
                2012                   2                   9                   0                   0                  -1                   3                   0                   8                  35                   0
                2012                   3                   8                   2                   1                  -1                   0                   2                   1                  36                   1
                2012                   1                   1                   0                   0                  -1                   4                   3                   8                  37                   0
                2012                   2                   6                   2                   2                  -1                   2                   0                   2                  38                   2
                2012                   1                   7                   0                   0                  -1                   3                   2                   1                  39                   0
                2012                   2                   3                   2                   2                  -1                   4                   0                   1                  40                   2
                2012                   3                   7                   2                   1                  -1                   0                   1                   1                  41                   1
                2012                   2                   6                   2                   2                  -1                   2                   0                   1                  42                   8
                2012                   2                  10                   0                   0                  -1                   2                   0                   1                  43                   0
                2012                   3                   1                   2                   1                  -1                   0                   1                   2                  44                   1
                2012                   3                   4                   2                   2                  -1                   0                   2                   2                  45                   1
                2012                   2                  10                   2                   2                  -1                   3                   0                   1                  46                   1
                2012                   3                   3                   8                   2                  -1                   0                   2                   2                  47                   1
                2012                   2                   6                   2                   1                  -1                   1                   0                   2                  48                   2
                2012                   2                   5                   0                   0                  -1                   3                   0                   2                  49                   0
                2012                   3                  12                   2                   1                  -1                   0                   2                   1                  50                   1
                2012                   3                   9                   2                   2                  -1                   0                   1                   8                  51                   2
                2012                   2                  10                   0                   0                  -1                   2                   0                   1                  52                   0
                2012                   1                   5                   0                   0                  -1                   1                   1                   1                  53                   0
                2012                   2                  11                   2                   2                  -1                   2                   0                   1                  54                   1
                2012                   3                   8                   2                   1                  -1                   0                   2                   1                  55                   1
                2012                   1                   4                   0                   0                  -1                   1                   1                   3                  56                   0
                2012                   3                  11                   2                   2                  -1                   0                   2                   2                  57                   2
                2012                   1                   7                   0                   0                  -1                   4                   3                   2                  58                   0
                2012                   3                  12                   2                   2                  -1                   0                   2                   2                  59                   2
                2012                   2                   6                   2                   3                  -1                   2                   0                   8                  60                   8
                2012                   1                  99                   0                   0                  -1                   3                   2                   1                  61                   0
                2012                   2                   1                   0                   0                  -1                   3                   0                   2                  62                   0
                2012                   3                  99                   2                   8                  -1                   0                   1                   3                  63                   8
                2012                   3                  10                   2                   2                  -1                   0                   1                   2                  64                   1
                2012                   1                  99                   0                   0                  -1                   2                   2                   2                  65                   0
                2012                   3                   7                   2                   2                  -1                   0                   1                   1                  66                   2
                2012                   2                   4                   1                   2                  -1                   4                   0                   1                  67                   2
                2012                   1                   8                   0                   0                  -1                   3                   2                   2                  68                   0
                2012                   2                   9                   0                   0                  -1                   2                   0                   8                  69                   0
                2012                   3                   7                   2                   1                  -1                   0                   2                   3                  70                   2
                2012                   1                   4                   0                   0                  -1                   4                   3                   1                  71                   0
                2012                   1                  10                   0                   0                  -1                   3                   2                   2                  72                   0
                2012                   3                  12                   2                   3                  -1                   0                   3                   2                  73                   1
                2012                   1                  99                   0                   0                  -1                   3                   2                   2                  74                   0
                2012                   2                   9                   0                   0                  -1                   3                   0                   1                  75                   0
                2012                   2                  11                   2                   2                  -1                   4                   0                   1                  76                   1
                2012                   3                   6                   2                   1                  -1                   0                   1                   2                  77                   1
                2012                   2                   1                   0                   0                  -1                   2                   0                   1                  78                   0
                2012                   2                   2                   0                   0                  -1                   3                   0                   3                  79                   0
                2012                   3                   4                   8                   3                  -1                   0                   2                   2                  80                   1
